"Year","StockKeyLabel","FisheriesGuild","EcoRegion","EcoGuild","METRIC","stockValue"
2006,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",0.746977777777778
2007,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",0.884377777777778
2008,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",1.04395555555556
2009,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",1.57937777777778
2010,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",2.91822222222222
2011,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",4.80253333333333
2012,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",5.49277777777778
2013,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",5.60904444444444
2014,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",6.02417777777778
2015,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",6.99962222222222
2016,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",7.7034
2017,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",7.22733333333333
2018,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","SSB_MSYBtrigger",6.81146666666667
1992,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.53825966850829
1993,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.6497679558011
1994,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.75785082872928
1995,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.68000552486188
1996,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.78913812154696
1997,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.88081767955801
1998,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.90435359116022
1999,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.16989502762431
2000,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.09959668508287
2001,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.01474033149171
2002,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.94813812154696
2003,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.95142541436464
2004,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.22059668508287
2005,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.03473480662983
2006,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.9721546961326
2007,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.99713259668508
2008,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.96786187845304
2009,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.9703591160221
2010,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.98130939226519
2011,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.00466298342541
2012,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.1481270718232
2013,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.23056906077348
2014,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.89859116022099
2015,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",3.23288397790055
2016,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",3.43752486187845
2017,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",4.07489502762431
2018,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","SSB_MSYBtrigger",4.50653038674033
1982,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.454444830828
1983,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.61797283199519
1984,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.78034899576234
1985,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",3.28012575870433
1986,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",4.6636909038852
1987,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",5.4635267944804
1988,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",5.51873820052282
1989,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",5.31658525187393
1990,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",5.05357140898236
1991,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",4.72133762328774
1992,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",4.31378464150981
1993,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",3.75435367112519
1994,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",3.15810778345896
1995,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.72136395099974
1996,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.33164799410259
1997,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",2.16458769157524
1998,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.91064593944407
1999,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.79168856071883
2000,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.60781143215074
2001,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.477269860145
2002,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.3386873660989
2003,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.28157817081639
2004,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.36468598170005
2005,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.70535560511504
2006,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.85529192496163
2007,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.84401488832114
2008,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.80531315167943
2009,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.70135159891486
2010,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.54404351970794
2011,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.42743369530281
2012,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.39531388666139
2013,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.31710961213795
2014,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.17100178041152
2015,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.04206729582585
2016,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",0.990168793543567
2017,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",0.95658560291009
2018,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",0.991784656867639
1980,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.56338793774319
1981,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.41622178988327
1982,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.42091478599222
1983,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","SSB_MSYBtrigger",1.54462840466926
